rat,session,trial,group,duration,iti,reinforced,criterion,valid
87,3.0,28,timeout20,25.64199999999994,0.05200000000002092,1.0,10.0,1.0
87,3.0,29,timeout20,0.15200000000004366,20.192000000000007,0.0,10.0,1.0
87,3.0,30,timeout20,17.533999999999992,2.0219999999999345,1.0,10.0,1.0
87,3.0,31,timeout20,14.328000000000088,1.495999999999981,1.0,10.0,1.0
87,3.0,32,timeout20,12.829999999999927,1.566000000000031,1.0,10.0,1.0
87,3.0,33,timeout20,12.108000000000061,1.4739999999999327,1.0,10.0,1.0
87,3.0,34,timeout20,12.710000000000036,1.19399999999996,1.0,10.0,1.0
87,3.0,35,timeout20,12.994000000000028,1.3840000000000146,1.0,10.0,1.0
87,3.0,36,timeout20,17.30200000000002,1.9099999999999682,1.0,10.0,1.0
87,3.0,37,timeout20,11.658000000000015,1.5059999999999718,1.0,10.0,1.0
87,3.0,38,timeout20,11.577999999999975,4.128000000000043,1.0,10.0,1.0
87,3.0,39,timeout20,13.874000000000024,1.5839999999999463,1.0,10.0,1.0
87,3.0,40,timeout20,15.317999999999984,1.8120000000000118,1.0,10.0,1.0
87,3.0,41,timeout20,14.110000000000014,1.433999999999969,1.0,10.0,1.0
87,3.0,42,timeout20,11.08800000000008,1.3999999999999773,1.0,10.0,1.0
87,3.0,43,timeout20,11.701999999999998,1.29200000000003,1.0,10.0,1.0
87,3.0,44,timeout20,8.519999999999982,20.355999999999995,0.0,10.0,1.0
87,3.0,45,timeout20,11.980000000000018,1.9379999999999882,1.0,10.0,1.0
87,3.0,46,timeout20,15.922000000000025,1.3619999999999663,1.0,10.0,1.0
87,3.0,47,timeout20,14.758000000000038,2.2859999999999445,1.0,10.0,1.0
87,3.0,48,timeout20,13.927999999999997,1.4039999999999964,1.0,10.0,1.0
87,3.0,49,timeout20,0.21199999999998909,0.06799999999998363,0.0,10.0,1.0
87,3.0,50,timeout20,0.22800000000006548,20.158000000000015,0.0,10.0,0.0
87,3.0,51,timeout20,0.31799999999998363,0.03199999999992542,0.0,10.0,1.0
87,3.0,52,timeout20,0.22400000000004638,3.26400000000001,0.0,10.0,0.0
87,3.0,53,timeout20,0.08000000000004093,21.41199999999992,0.0,10.0,0.0
87,3.0,54,timeout20,13.399999999999977,1.9060000000000628,1.0,10.0,1.0
87,3.0,55,timeout20,14.505999999999972,1.183999999999969,1.0,10.0,1.0
87,3.0,56,timeout20,9.164000000000101,17.421999999999912,0.0,10.0,1.0
87,3.0,57,timeout20,0.05600000000004002,2.8940000000000055,0.0,10.0,0.0
87,3.0,58,timeout20,12.011999999999944,2.1400000000001,1.0,10.0,1.0
87,3.0,59,timeout20,14.809999999999945,2.2519999999999527,1.0,10.0,1.0
87,3.0,60,timeout20,15.8900000000001,2.421999999999912,1.0,10.0,1.0
87,3.0,61,timeout20,16.92599999999993,1.4020000000000437,1.0,10.0,1.0
87,3.0,62,timeout20,12.662000000000035,1.7980000000000018,1.0,10.0,1.0
87,3.0,63,timeout20,16.124000000000024,0.049999999999954525,1.0,10.0,1.0
87,3.0,64,timeout20,0.11400000000003274,20.6400000000001,0.0,10.0,1.0
87,3.0,65,timeout20,17.48199999999997,1.5359999999998308,1.0,10.0,1.0
87,3.0,66,timeout20,15.768000000000029,0.06600000000003092,1.0,10.0,1.0
87,3.0,67,timeout20,0.08799999999996544,21.938000000000102,0.0,10.0,1.0
87,3.0,68,timeout20,17.195999999999913,0.03999999999996362,1.0,10.0,1.0
87,3.0,69,timeout20,0.17600000000015825,21.47199999999998,0.0,10.0,1.0
87,3.0,70,timeout20,21.950000000000045,2.1779999999998836,1.0,10.0,1.0
87,3.0,71,timeout20,18.572000000000116,1.6519999999998163,1.0,10.0,1.0
87,3.0,72,timeout20,17.014000000000124,1.4300000000000637,1.0,10.0,1.0
87,3.0,73,timeout20,18.3599999999999,1.5899999999999181,1.0,10.0,1.0
87,3.0,74,timeout20,17.23400000000015,1.55600000000004,1.0,10.0,1.0
87,3.0,75,timeout20,11.505999999999858,1.52800000000002,1.0,10.0,1.0
87,3.0,76,timeout20,19.124000000000024,1.9220000000000255,1.0,10.0,1.0
